C,alpha,estimator,gamma,kernel,lambda,learning_rate,max_depth,max_score,mean_score,min_samples_leaf,min_samples_split,min_score,n_estimators,n_jobs,n_neighbors,penalty,std_score,subsample
,0.8999999999999999,XGBoost,0.0,,0.3,0.4,3,0.9892334194659776,0.9510479471719782,,,0.8776916451335056,150,4,,,0.05188533706803279,0.5
,0.6,XGBoost,0.0,,0.6,0.4,3,0.9892334194659776,0.9510479471719782,,,0.8776916451335056,150,4,,,0.05188533706803279,0.5
,0.3,XGBoost,0.3,,0.6,0.7000000000000001,3,0.9892334194659776,0.9496124031007752,,,0.872093023255814,150,4,,,0.05481899045587196,0.5
,0.3,XGBoost,0.6,,0.6,0.7000000000000001,3,0.9892334194659776,0.9498995119150159,,,0.8738156761412575,125,4,,,0.05380973757495483,0.5
,0.8999999999999999,XGBoost,0.6,,0.3,0.7000000000000001,3,0.9892334194659776,0.9498995119150159,,,0.8738156761412575,125,4,,,0.05380973757495483,0.5
,0.3,XGBoost,0.0,,0.6,0.4,3,0.9892334194659776,0.9510479471719782,,,0.8776916451335056,150,4,,,0.05188533706803279,0.5
,0.6,XGBoost,0.0,,0.0,0.4,3,0.9892334194659776,0.9510479471719782,,,0.8776916451335056,150,4,,,0.05188533706803279,0.5
,0.8999999999999999,XGBoost,0.3,,0.3,0.7000000000000001,3,0.9892334194659776,0.9496124031007752,,,0.872093023255814,150,4,,,0.05481899045587196,0.5
,0.6,XGBoost,0.3,,0.0,0.7000000000000001,3,0.9892334194659776,0.9496124031007752,,,0.872093023255814,150,4,,,0.05481899045587196,0.5
,0.0,XGBoost,0.0,,0.0,0.4,3,0.9892334194659776,0.9510479471719782,,,0.8776916451335056,150,4,,,0.05188533706803279,0.5
,0.8999999999999999,XGBoost,0.6,,0.8999999999999999,0.7000000000000001,3,0.9892334194659776,0.9498995119150159,,,0.8738156761412575,125,4,,,0.05380973757495483,0.5
,0.0,XGBoost,0.0,,0.3,0.4,3,0.9892334194659776,0.9510479471719782,,,0.8776916451335056,150,4,,,0.05188533706803279,0.5
,0.8999999999999999,XGBoost,0.3,,0.6,0.7000000000000001,3,0.9892334194659776,0.9496124031007752,,,0.872093023255814,150,4,,,0.05481899045587196,0.5
,0.6,XGBoost,0.6,,0.3,0.7000000000000001,3,0.9892334194659776,0.9498995119150159,,,0.8738156761412575,125,4,,,0.05380973757495483,0.5
,0.6,XGBoost,0.3,,0.3,0.7000000000000001,3,0.9892334194659776,0.9496124031007752,,,0.872093023255814,150,4,,,0.05481899045587196,0.5
,0.0,XGBoost,0.6,,0.8999999999999999,0.7000000000000001,3,0.9892334194659776,0.9498995119150159,,,0.8738156761412575,125,4,,,0.05380973757495483,0.5
,0.0,XGBoost,0.0,,0.6,0.4,3,0.9892334194659776,0.9510479471719782,,,0.8776916451335056,150,4,,,0.05188533706803279,0.5
,0.3,XGBoost,0.0,,0.0,0.4,3,0.9892334194659776,0.9510479471719782,,,0.8776916451335056,150,4,,,0.05188533706803279,0.5
,0.6,XGBoost,0.6,,0.6,0.7000000000000001,3,0.9892334194659776,0.9498995119150159,,,0.8738156761412575,125,4,,,0.05380973757495483,0.5
,0.6,XGBoost,0.6,,0.0,0.7000000000000001,3,0.9892334194659776,0.9498995119150159,,,0.8738156761412575,125,4,,,0.05380973757495483,0.5
,0.3,XGBoost,0.0,,0.3,0.4,3,0.9892334194659776,0.9510479471719782,,,0.8776916451335056,150,4,,,0.05188533706803279,0.5
,0.3,XGBoost,0.3,,0.8999999999999999,0.7000000000000001,3,0.9892334194659776,0.9496124031007752,,,0.872093023255814,150,4,,,0.05481899045587196,0.5
,0.0,XGBoost,0.0,,0.8999999999999999,0.4,3,0.9892334194659776,0.9510479471719782,,,0.8776916451335056,150,4,,,0.05188533706803279,0.5
,0.0,XGBoost,0.6,,0.3,0.7000000000000001,3,0.9892334194659776,0.9498995119150159,,,0.8738156761412575,125,4,,,0.05380973757495483,0.5
,0.8999999999999999,XGBoost,0.3,,0.8999999999999999,0.7000000000000001,3,0.9892334194659776,0.9496124031007752,,,0.872093023255814,150,4,,,0.05481899045587196,0.5
,0.8999999999999999,XGBoost,0.6,,0.6,0.7000000000000001,3,0.9892334194659776,0.9498995119150159,,,0.8738156761412575,125,4,,,0.05380973757495483,0.5
,0.0,XGBoost,0.6,,0.6,0.7000000000000001,3,0.9892334194659776,0.9498995119150159,,,0.8738156761412575,125,4,,,0.05380973757495483,0.5
,0.3,XGBoost,0.6,,0.8999999999999999,0.7000000000000001,3,0.9892334194659776,0.9498995119150159,,,0.8738156761412575,125,4,,,0.05380973757495483,0.5
,0.3,XGBoost,0.6,,0.0,0.4,3,0.9888027562446167,0.9496124031007751,,,0.872093023255814,125,4,,,0.0548156070200861,0.5
,0.0,XGBoost,0.0,,0.0,0.4,3,0.9888027562446167,0.9503301751363766,,,0.8772609819121447,125,4,,,0.051691946714727384,0.5
,0.3,XGBoost,0.6,,0.6,0.4,3,0.9888027562446167,0.9496124031007751,,,0.872093023255814,125,4,,,0.0548156070200861,0.5
,0.0,XGBoost,0.0,,0.3,0.4,3,0.9888027562446167,0.9503301751363766,,,0.8772609819121447,125,4,,,0.051691946714727384,0.5
,0.3,XGBoost,0.6,,0.8999999999999999,0.4,3,0.9888027562446167,0.9496124031007751,,,0.872093023255814,125,4,,,0.0548156070200861,0.5
,0.8999999999999999,XGBoost,0.6,,0.8999999999999999,0.4,3,0.9888027562446167,0.9496124031007751,,,0.872093023255814,125,4,,,0.0548156070200861,0.5
,0.0,XGBoost,0.0,,0.8999999999999999,0.4,3,0.9888027562446167,0.9503301751363766,,,0.8772609819121447,125,4,,,0.051691946714727384,0.5
,0.8999999999999999,XGBoost,0.0,,0.3,0.4,3,0.9888027562446167,0.9503301751363766,,,0.8772609819121447,125,4,,,0.051691946714727384,0.5
,0.8999999999999999,XGBoost,0.6,,0.6,0.4,3,0.9888027562446167,0.9496124031007751,,,0.872093023255814,125,4,,,0.0548156070200861,0.5
,0.6,XGBoost,0.0,,0.3,0.4,3,0.9888027562446167,0.9503301751363766,,,0.8772609819121447,125,4,,,0.051691946714727384,0.5
,0.0,XGBoost,0.0,,0.6,0.4,3,0.9888027562446167,0.9503301751363766,,,0.8772609819121447,125,4,,,0.051691946714727384,0.5
,0.6,XGBoost,0.0,,0.0,0.4,3,0.9888027562446167,0.9503301751363766,,,0.8772609819121447,125,4,,,0.051691946714727384,0.5
,0.6,XGBoost,0.6,,0.6,0.4,3,0.9888027562446167,0.9496124031007751,,,0.872093023255814,125,4,,,0.0548156070200861,0.5
,0.8999999999999999,XGBoost,0.0,,0.0,0.4,3,0.9888027562446167,0.9503301751363766,,,0.8772609819121447,125,4,,,0.051691946714727384,0.5
,0.3,XGBoost,0.6,,0.3,0.4,3,0.9888027562446167,0.9496124031007751,,,0.872093023255814,125,4,,,0.0548156070200861,0.5
,0.6,XGBoost,0.6,,0.0,0.4,3,0.9888027562446167,0.9496124031007751,,,0.872093023255814,125,4,,,0.0548156070200861,0.5
,0.6,XGBoost,0.6,,0.8999999999999999,0.4,3,0.9888027562446167,0.9496124031007751,,,0.872093023255814,125,4,,,0.0548156070200861,0.5
,0.0,XGBoost,0.6,,0.3,0.4,3,0.9888027562446167,0.9496124031007751,,,0.872093023255814,125,4,,,0.0548156070200861,0.5
,0.6,XGBoost,0.6,,0.3,0.4,3,0.9888027562446167,0.9496124031007751,,,0.872093023255814,125,4,,,0.0548156070200861,0.5
,0.0,XGBoost,0.6,,0.8999999999999999,0.4,3,0.9888027562446167,0.9496124031007751,,,0.872093023255814,125,4,,,0.0548156070200861,0.5
,0.3,XGBoost,0.0,,0.0,0.4,3,0.9888027562446167,0.9503301751363766,,,0.8772609819121447,125,4,,,0.051691946714727384,0.5
,0.3,XGBoost,0.0,,0.3,0.4,3,0.9888027562446167,0.9503301751363766,,,0.8772609819121447,125,4,,,0.051691946714727384,0.5
,0.0,XGBoost,0.6,,0.6,0.4,3,0.9888027562446167,0.9496124031007751,,,0.872093023255814,125,4,,,0.0548156070200861,0.5
,0.3,XGBoost,0.0,,0.6,0.4,3,0.9888027562446167,0.9503301751363766,,,0.8772609819121447,125,4,,,0.051691946714727384,0.5
,0.8999999999999999,XGBoost,0.6,,0.0,0.4,3,0.9888027562446167,0.9496124031007751,,,0.872093023255814,125,4,,,0.0548156070200861,0.5
,0.3,XGBoost,0.0,,0.8999999999999999,0.4,3,0.9888027562446167,0.9503301751363766,,,0.8772609819121447,125,4,,,0.051691946714727384,0.5
,0.0,XGBoost,0.6,,0.0,0.4,3,0.9888027562446167,0.9496124031007751,,,0.872093023255814,125,4,,,0.0548156070200861,0.5
,0.6,XGBoost,0.0,,0.8999999999999999,0.4,3,0.9888027562446167,0.9503301751363766,,,0.8772609819121447,125,4,,,0.051691946714727384,0.5
,0.8999999999999999,XGBoost,0.0,,0.8999999999999999,0.4,3,0.9888027562446167,0.9503301751363766,,,0.8772609819121447,125,4,,,0.051691946714727384,0.5
,0.8999999999999999,XGBoost,0.6,,0.3,0.4,3,0.9888027562446167,0.9496124031007751,,,0.872093023255814,125,4,,,0.0548156070200861,0.5
,0.6,XGBoost,0.0,,0.6,0.4,3,0.9888027562446167,0.9503301751363766,,,0.8772609819121447,125,4,,,0.051691946714727384,0.5
,0.8999999999999999,XGBoost,0.0,,0.6,0.4,3,0.9888027562446167,0.9503301751363766,,,0.8772609819121447,125,4,,,0.051691946714727384,0.5
,0.3,XGBoost,0.6,,0.0,0.7000000000000001,3,0.9883720930232558,0.9497559575078954,,,0.8733850129198967,100,4,,,0.05400355762205316,0.5
,0.0,XGBoost,0.3,,0.8999999999999999,0.4,3,0.9883720930232558,0.9513350559862189,,,0.8785529715762274,125,4,,,0.05146740824781162,0.5
,0.8999999999999999,XGBoost,0.6,,0.3,0.7000000000000001,3,0.9883720930232558,0.9497559575078954,,,0.8733850129198967,100,4,,,0.05400355762205316,0.5
,0.0,XGBoost,0.6,,0.6,0.7000000000000001,3,0.9883720930232558,0.9497559575078954,,,0.8733850129198967,100,4,,,0.05400355762205316,0.5
,0.8999999999999999,XGBoost,0.3,,0.0,0.4,3,0.9883720930232558,0.9513350559862189,,,0.8785529715762274,125,4,,,0.05146740824781162,0.5
,0.6,XGBoost,0.6,,0.0,0.7000000000000001,3,0.9883720930232558,0.9497559575078954,,,0.8733850129198967,100,4,,,0.05400355762205316,0.5
,0.8999999999999999,XGBoost,0.3,,0.8999999999999999,0.4,3,0.9883720930232558,0.9517657192075797,,,0.8798449612403101,150,4,,,0.05085839084663057,0.5
,0.8999999999999999,XGBoost,0.3,,0.8999999999999999,0.4,3,0.9883720930232558,0.9513350559862189,,,0.8785529715762274,125,4,,,0.05146740824781162,0.5
,0.3,XGBoost,0.3,,0.8999999999999999,0.4,3,0.9883720930232558,0.9517657192075797,,,0.8798449612403101,150,4,,,0.05085839084663057,0.5
,0.8999999999999999,XGBoost,0.3,,0.0,0.4,3,0.9883720930232558,0.9517657192075797,,,0.8798449612403101,150,4,,,0.05085839084663057,0.5
,0.6,XGBoost,0.6,,0.8999999999999999,0.7000000000000001,3,0.9883720930232558,0.9497559575078954,,,0.8733850129198967,100,4,,,0.05400355762205316,0.5
,0.3,XGBoost,0.3,,0.8999999999999999,0.4,3,0.9883720930232558,0.9513350559862189,,,0.8785529715762274,125,4,,,0.05146740824781162,0.5
,0.0,XGBoost,0.6,,0.8999999999999999,0.7000000000000001,3,0.9883720930232558,0.9497559575078954,,,0.8733850129198967,100,4,,,0.05400355762205316,0.5
,0.6,XGBoost,0.3,,0.0,0.4,3,0.9883720930232558,0.9513350559862189,,,0.8785529715762274,125,4,,,0.05146740824781162,0.5
,0.6,XGBoost,0.3,,0.0,0.4,3,0.9883720930232558,0.9517657192075797,,,0.8798449612403101,150,4,,,0.05085839084663057,0.5
,0.8999999999999999,XGBoost,0.3,,0.3,0.4,3,0.9883720930232558,0.9513350559862189,,,0.8785529715762274,125,4,,,0.05146740824781162,0.5
,0.6,XGBoost,0.3,,0.3,0.4,3,0.9883720930232558,0.9517657192075797,,,0.8798449612403101,150,4,,,0.05085839084663057,0.5
,0.6,XGBoost,0.6,,0.3,0.7000000000000001,3,0.9883720930232558,0.9497559575078954,,,0.8733850129198967,100,4,,,0.05400355762205316,0.5
,0.8999999999999999,XGBoost,0.6,,0.8999999999999999,0.7000000000000001,3,0.9883720930232558,0.9497559575078954,,,0.8733850129198967,100,4,,,0.05400355762205316,0.5
,0.8999999999999999,XGBoost,0.3,,0.6,0.4,3,0.9883720930232558,0.9517657192075797,,,0.8798449612403101,150,4,,,0.05085839084663057,0.5
,0.8999999999999999,XGBoost,0.3,,0.3,0.4,3,0.9883720930232558,0.9517657192075797,,,0.8798449612403101,150,4,,,0.05085839084663057,0.5
,0.8999999999999999,XGBoost,0.3,,0.6,0.4,3,0.9883720930232558,0.9513350559862189,,,0.8785529715762274,125,4,,,0.05146740824781162,0.5
,0.6,XGBoost,0.3,,0.3,0.4,3,0.9883720930232558,0.9513350559862189,,,0.8785529715762274,125,4,,,0.05146740824781162,0.5
,0.6,XGBoost,0.3,,0.6,0.4,3,0.9883720930232558,0.9513350559862189,,,0.8785529715762274,125,4,,,0.05146740824781162,0.5
,0.3,XGBoost,0.6,,0.8999999999999999,0.7000000000000001,3,0.9883720930232558,0.9497559575078954,,,0.8733850129198967,100,4,,,0.05400355762205316,0.5
,0.8999999999999999,XGBoost,0.6,,0.6,0.7000000000000001,3,0.9883720930232558,0.9497559575078954,,,0.8733850129198967,100,4,,,0.05400355762205316,0.5
,0.6,XGBoost,0.3,,0.6,0.4,3,0.9883720930232558,0.9517657192075797,,,0.8798449612403101,150,4,,,0.05085839084663057,0.5
,0.0,XGBoost,0.3,,0.8999999999999999,0.4,3,0.9883720930232558,0.9517657192075797,,,0.8798449612403101,150,4,,,0.05085839084663057,0.5
,0.3,XGBoost,0.3,,0.3,0.4,3,0.9883720930232558,0.9517657192075797,,,0.8798449612403101,150,4,,,0.05085839084663057,0.5
,0.3,XGBoost,0.3,,0.3,0.4,3,0.9883720930232558,0.9513350559862189,,,0.8785529715762274,125,4,,,0.05146740824781162,0.5
,0.0,XGBoost,0.3,,0.3,0.4,3,0.9883720930232558,0.9513350559862189,,,0.8785529715762274,125,4,,,0.05146740824781162,0.5
,0.6,XGBoost,0.6,,0.6,0.7000000000000001,3,0.9883720930232558,0.9497559575078954,,,0.8733850129198967,100,4,,,0.05400355762205316,0.5
,0.0,XGBoost,0.3,,0.3,0.4,3,0.9883720930232558,0.9517657192075797,,,0.8798449612403101,150,4,,,0.05085839084663057,0.5
,0.3,XGBoost,0.3,,0.0,0.4,3,0.9883720930232558,0.9517657192075797,,,0.8798449612403101,150,4,,,0.05085839084663057,0.5
,0.3,XGBoost,0.6,,0.3,0.7000000000000001,3,0.9883720930232558,0.9497559575078954,,,0.8733850129198967,100,4,,,0.05400355762205316,0.5
,0.3,XGBoost,0.3,,0.0,0.4,3,0.9883720930232558,0.9513350559862189,,,0.8785529715762274,125,4,,,0.05146740824781162,0.5
,0.6,XGBoost,0.3,,0.8999999999999999,0.4,3,0.9883720930232558,0.9513350559862189,,,0.8785529715762274,125,4,,,0.05146740824781162,0.5
,0.3,XGBoost,0.3,,0.6,0.4,3,0.9883720930232558,0.9513350559862189,,,0.8785529715762274,125,4,,,0.05146740824781162,0.5
,0.8999999999999999,XGBoost,0.6,,0.0,0.7000000000000001,3,0.9883720930232558,0.9497559575078954,,,0.8733850129198967,100,4,,,0.05400355762205316,0.5
,0.3,XGBoost,0.3,,0.6,0.4,3,0.9883720930232558,0.9517657192075797,,,0.8798449612403101,150,4,,,0.05085839084663057,0.5
,0.6,XGBoost,0.3,,0.8999999999999999,0.4,3,0.9883720930232558,0.9517657192075797,,,0.8798449612403101,150,4,,,0.05085839084663057,0.5
,0.0,XGBoost,0.6,,0.0,0.7000000000000001,3,0.9883720930232558,0.9497559575078954,,,0.8733850129198967,100,4,,,0.05400355762205316,0.5
,0.3,XGBoost,0.6,,0.6,0.7000000000000001,3,0.9883720930232558,0.9497559575078954,,,0.8733850129198967,100,4,,,0.05400355762205316,0.5
,0.0,XGBoost,0.3,,0.6,0.4,3,0.9883720930232558,0.9513350559862189,,,0.8785529715762274,125,4,,,0.05146740824781162,0.5
,0.0,XGBoost,0.3,,0.0,0.4,3,0.9883720930232558,0.9517657192075797,,,0.8798449612403101,150,4,,,0.05085839084663057,0.5
,0.0,XGBoost,0.3,,0.0,0.4,3,0.9883720930232558,0.9513350559862189,,,0.8785529715762274,125,4,,,0.05146740824781162,0.5
,0.0,XGBoost,0.6,,0.3,0.7000000000000001,3,0.9883720930232558,0.9497559575078954,,,0.8733850129198967,100,4,,,0.05400355762205316,0.5
,0.0,XGBoost,0.3,,0.6,0.4,3,0.9883720930232558,0.9517657192075797,,,0.8798449612403101,150,4,,,0.05085839084663057,0.5
,0.6,XGBoost,0.3,,0.3,0.7000000000000001,3,0.9870801033591732,0.9481768590295724,,,0.8703703703703703,100,4,,,0.05501749575123586,0.5
,0.6,XGBoost,0.3,,0.6,0.7000000000000001,3,0.9870801033591732,0.9481768590295724,,,0.8703703703703703,100,4,,,0.05501749575123586,0.5
,0.6,XGBoost,0.3,,0.0,0.7000000000000001,3,0.9870801033591732,0.9481768590295724,,,0.8703703703703703,100,4,,,0.05501749575123586,0.5
,0.6,XGBoost,0.3,,0.8999999999999999,0.7000000000000001,3,0.9870801033591732,0.9481768590295724,,,0.8703703703703703,100,4,,,0.05501749575123586,0.5
,0.3,XGBoost,0.3,,0.0,0.7000000000000001,3,0.9870801033591732,0.9481768590295724,,,0.8703703703703703,100,4,,,0.05501749575123586,0.5
,0.8999999999999999,XGBoost,0.3,,0.0,0.7000000000000001,3,0.9870801033591732,0.9481768590295724,,,0.8703703703703703,100,4,,,0.05501749575123586,0.5
,0.0,XGBoost,0.3,,0.6,0.7000000000000001,3,0.9870801033591732,0.9481768590295724,,,0.8703703703703703,100,4,,,0.05501749575123586,0.5
,0.8999999999999999,XGBoost,0.3,,0.6,0.7000000000000001,3,0.9870801033591732,0.9481768590295724,,,0.8703703703703703,100,4,,,0.05501749575123586,0.5
,0.3,XGBoost,0.3,,0.3,0.7000000000000001,3,0.9870801033591732,0.9481768590295724,,,0.8703703703703703,100,4,,,0.05501749575123586,0.5
,0.0,XGBoost,0.3,,0.8999999999999999,0.7000000000000001,3,0.9870801033591732,0.9481768590295724,,,0.8703703703703703,100,4,,,0.05501749575123586,0.5
,0.8999999999999999,XGBoost,0.3,,0.8999999999999999,0.7000000000000001,3,0.9870801033591732,0.9481768590295724,,,0.8703703703703703,100,4,,,0.05501749575123586,0.5
,0.0,XGBoost,0.3,,0.3,0.7000000000000001,3,0.9870801033591732,0.9481768590295724,,,0.8703703703703703,100,4,,,0.05501749575123586,0.5
,0.0,XGBoost,0.3,,0.0,0.7000000000000001,3,0.9870801033591732,0.9481768590295724,,,0.8703703703703703,100,4,,,0.05501749575123586,0.5
,0.3,XGBoost,0.3,,0.6,0.7000000000000001,3,0.9870801033591732,0.9481768590295724,,,0.8703703703703703,100,4,,,0.05501749575123586,0.5
,0.3,XGBoost,0.3,,0.8999999999999999,0.7000000000000001,3,0.9870801033591732,0.9481768590295724,,,0.8703703703703703,100,4,,,0.05501749575123586,0.5
,0.8999999999999999,XGBoost,0.3,,0.3,0.7000000000000001,3,0.9870801033591732,0.9481768590295724,,,0.8703703703703703,100,4,,,0.05501749575123586,0.5
,0.0,XGBoost,0.8999999999999999,,0.6,0.4,3,0.9866494401378122,0.9468848693654895,,,0.8712316968130922,125,4,,,0.05351826897947602,0.5
,0.8999999999999999,XGBoost,0.8999999999999999,,0.6,0.4,3,0.9866494401378122,0.9468848693654895,,,0.8712316968130922,125,4,,,0.05351826897947602,0.5
,0.8999999999999999,XGBoost,0.8999999999999999,,0.6,0.4,3,0.9866494401378122,0.9478897502153316,,,0.8738156761412575,150,4,,,0.0523971619486672,0.5
,0.3,XGBoost,0.8999999999999999,,0.6,0.4,3,0.9866494401378122,0.9468848693654895,,,0.8712316968130922,125,4,,,0.05351826897947602,0.5
,0.0,XGBoost,0.8999999999999999,,0.8999999999999999,0.4,3,0.9866494401378122,0.9478897502153316,,,0.8738156761412575,150,4,,,0.0523971619486672,0.5
,0.0,XGBoost,0.8999999999999999,,0.8999999999999999,0.4,3,0.9866494401378122,0.9468848693654895,,,0.8712316968130922,125,4,,,0.05351826897947602,0.5
,0.0,XGBoost,0.8999999999999999,,0.6,0.4,3,0.9866494401378122,0.9478897502153316,,,0.8738156761412575,150,4,,,0.0523971619486672,0.5
,0.0,XGBoost,0.8999999999999999,,0.0,0.4,3,0.9866494401378122,0.9478897502153316,,,0.8738156761412575,150,4,,,0.0523971619486672,0.5
,0.0,XGBoost,0.8999999999999999,,0.3,0.4,3,0.9866494401378122,0.9478897502153316,,,0.8738156761412575,150,4,,,0.0523971619486672,0.5
,0.0,XGBoost,0.8999999999999999,,0.3,0.4,3,0.9866494401378122,0.9468848693654895,,,0.8712316968130922,125,4,,,0.05351826897947602,0.5
,0.6,XGBoost,0.8999999999999999,,0.0,0.4,3,0.9866494401378122,0.9478897502153316,,,0.8738156761412575,150,4,,,0.0523971619486672,0.5
,0.0,XGBoost,0.8999999999999999,,0.0,0.4,3,0.9866494401378122,0.9468848693654895,,,0.8712316968130922,125,4,,,0.05351826897947602,0.5
,0.8999999999999999,XGBoost,0.8999999999999999,,0.0,0.4,3,0.9866494401378122,0.9478897502153316,,,0.8738156761412575,150,4,,,0.0523971619486672,0.5
,0.8999999999999999,XGBoost,0.8999999999999999,,0.3,0.4,3,0.9866494401378122,0.9478897502153316,,,0.8738156761412575,150,4,,,0.0523971619486672,0.5
,0.8999999999999999,XGBoost,0.8999999999999999,,0.3,0.4,3,0.9866494401378122,0.9468848693654895,,,0.8712316968130922,125,4,,,0.05351826897947602,0.5
,0.8999999999999999,XGBoost,0.8999999999999999,,0.8999999999999999,0.4,3,0.9866494401378122,0.9468848693654895,,,0.8712316968130922,125,4,,,0.05351826897947602,0.5
,0.8999999999999999,XGBoost,0.8999999999999999,,0.8999999999999999,0.4,3,0.9866494401378122,0.9478897502153316,,,0.8738156761412575,150,4,,,0.0523971619486672,0.5
,0.6,XGBoost,0.8999999999999999,,0.0,0.4,3,0.9866494401378122,0.9468848693654895,,,0.8712316968130922,125,4,,,0.05351826897947602,0.5
,0.3,XGBoost,0.8999999999999999,,0.6,0.4,3,0.9866494401378122,0.9478897502153316,,,0.8738156761412575,150,4,,,0.0523971619486672,0.5
,0.6,XGBoost,0.8999999999999999,,0.3,0.4,3,0.9866494401378122,0.9468848693654895,,,0.8712316968130922,125,4,,,0.05351826897947602,0.5
,0.6,XGBoost,0.8999999999999999,,0.8999999999999999,0.4,3,0.9866494401378122,0.9478897502153316,,,0.8738156761412575,150,4,,,0.0523971619486672,0.5
,0.3,XGBoost,0.8999999999999999,,0.8999999999999999,0.4,3,0.9866494401378122,0.9478897502153316,,,0.8738156761412575,150,4,,,0.0523971619486672,0.5
,0.6,XGBoost,0.8999999999999999,,0.3,0.4,3,0.9866494401378122,0.9478897502153316,,,0.8738156761412575,150,4,,,0.0523971619486672,0.5
,0.3,XGBoost,0.8999999999999999,,0.3,0.4,3,0.9866494401378122,0.9468848693654895,,,0.8712316968130922,125,4,,,0.05351826897947602,0.5
,0.3,XGBoost,0.8999999999999999,,0.8999999999999999,0.4,3,0.9866494401378122,0.9468848693654895,,,0.8712316968130922,125,4,,,0.05351826897947602,0.5
,0.6,XGBoost,0.8999999999999999,,0.6,0.4,3,0.9866494401378122,0.9478897502153316,,,0.8738156761412575,150,4,,,0.0523971619486672,0.5
,0.3,XGBoost,0.8999999999999999,,0.3,0.4,3,0.9866494401378122,0.9478897502153316,,,0.8738156761412575,150,4,,,0.0523971619486672,0.5
,0.3,XGBoost,0.8999999999999999,,0.0,0.4,3,0.9866494401378122,0.9468848693654895,,,0.8712316968130922,125,4,,,0.05351826897947602,0.5
,0.8999999999999999,XGBoost,0.8999999999999999,,0.0,0.4,3,0.9866494401378122,0.9468848693654895,,,0.8712316968130922,125,4,,,0.05351826897947602,0.5
,0.3,XGBoost,0.8999999999999999,,0.0,0.4,3,0.9866494401378122,0.9478897502153316,,,0.8738156761412575,150,4,,,0.0523971619486672,0.5
,0.6,XGBoost,0.8999999999999999,,0.8999999999999999,0.4,3,0.9866494401378122,0.9468848693654895,,,0.8712316968130922,125,4,,,0.05351826897947602,0.5
,0.6,XGBoost,0.8999999999999999,,0.6,0.4,3,0.9866494401378122,0.9468848693654895,,,0.8712316968130922,125,4,,,0.05351826897947602,0.5
,0.8999999999999999,XGBoost,0.6,,0.0,0.4,3,0.9857881136950905,0.9490381854722939,,,0.8785529715762274,100,4,,,0.049855765637192864,0.5
,0.0,XGBoost,0.6,,0.6,0.4,3,0.9857881136950905,0.9490381854722939,,,0.8785529715762274,100,4,,,0.049855765637192864,0.5
,0.0,XGBoost,0.6,,0.3,0.4,3,0.9857881136950905,0.9490381854722939,,,0.8785529715762274,100,4,,,0.049855765637192864,0.5
,0.8999999999999999,XGBoost,0.3,,0.8999999999999999,0.4,3,0.9857881136950905,0.9494688486936549,,,0.8819982773471146,100,4,,,0.04775552636459874,0.5
,0.6,XGBoost,0.3,,0.6,0.4,3,0.9857881136950905,0.9494688486936549,,,0.8819982773471146,100,4,,,0.04775552636459874,0.5
,0.0,XGBoost,0.3,,0.8999999999999999,0.4,3,0.9857881136950905,0.9494688486936549,,,0.8819982773471146,100,4,,,0.04775552636459874,0.5
,0.0,XGBoost,0.6,,0.0,0.4,3,0.9857881136950905,0.9490381854722939,,,0.8785529715762274,100,4,,,0.049855765637192864,0.5
,0.6,XGBoost,0.3,,0.8999999999999999,0.4,3,0.9857881136950905,0.9494688486936549,,,0.8819982773471146,100,4,,,0.04775552636459874,0.5
,0.8999999999999999,XGBoost,0.6,,0.3,0.4,3,0.9857881136950905,0.9490381854722939,,,0.8785529715762274,100,4,,,0.049855765637192864,0.5
,0.0,XGBoost,0.3,,0.6,0.4,3,0.9857881136950905,0.9494688486936549,,,0.8819982773471146,100,4,,,0.04775552636459874,0.5
,0.0,XGBoost,0.3,,0.3,0.4,3,0.9857881136950905,0.9494688486936549,,,0.8819982773471146,100,4,,,0.04775552636459874,0.5
,0.8999999999999999,XGBoost,0.6,,0.6,0.4,3,0.9857881136950905,0.9490381854722939,,,0.8785529715762274,100,4,,,0.049855765637192864,0.5
,0.6,XGBoost,0.6,,0.6,0.4,3,0.9857881136950905,0.9490381854722939,,,0.8785529715762274,100,4,,,0.049855765637192864,0.5
,0.6,XGBoost,0.6,,0.0,0.4,3,0.9857881136950905,0.9490381854722939,,,0.8785529715762274,100,4,,,0.049855765637192864,0.5
,0.0,XGBoost,0.3,,0.0,0.4,3,0.9857881136950905,0.9494688486936549,,,0.8819982773471146,100,4,,,0.04775552636459874,0.5
,0.8999999999999999,XGBoost,0.6,,0.8999999999999999,0.4,3,0.9857881136950905,0.9490381854722939,,,0.8785529715762274,100,4,,,0.049855765637192864,0.5
,0.0,XGBoost,0.6,,0.8999999999999999,0.4,3,0.9857881136950905,0.9490381854722939,,,0.8785529715762274,100,4,,,0.049855765637192864,0.5
,0.3,XGBoost,0.3,,0.8999999999999999,0.4,3,0.9857881136950905,0.9494688486936549,,,0.8819982773471146,100,4,,,0.04775552636459874,0.5
,0.6,XGBoost,0.6,,0.3,0.4,3,0.9857881136950905,0.9490381854722939,,,0.8785529715762274,100,4,,,0.049855765637192864,0.5
,0.6,XGBoost,0.3,,0.0,0.4,3,0.9857881136950905,0.9494688486936549,,,0.8819982773471146,100,4,,,0.04775552636459874,0.5
